Scenario,C,Charac,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,IntroScreen.started,IntroScreen.stopped,instructions.started,instructions.stopped,scenario1.started,scenario1.stopped,notAtAll.started,notAtAll.stopped,veryMuch.started,veryMuch.stopped,lastRating,rating.response,rating.rt,rating.started,rating.stopped,riskBehaviorScaleScreen.started,riskBehaviorScaleScreen.stopped,activity.started,activity.stopped,notAtAll2.started,notAtAll2.stopped,ExtremelyLikely.started,ExtremelyLikely.stopped,rating2.response,rating2.rt,rating2.started,rating2.stopped,Rating,riskPerceptionInstructions.started,riskPerceptionInstructions.stopped,riskPerceptionActivity2.started,riskPerceptionActivity2.stopped,rating3.response,rating3.rt,rating3.started,rating3.stopped,notAtAllRisky.started,notAtAllRisky.stopped,ModeratelyRisky.started,ModeratelyRisky.stopped,ExtremelyRisky.started,ExtremelyRisky.stopped,expBenefits.started,expBenefits.stopped,riskBenefitsScale.started,riskBenefitsScale.stopped,noBenefits.started,noBenefits.stopped,rating4.response,rating4.rt,rating4.started,rating4.stopped,greatBenefits.started,greatBenefits.stopped,moderateBenefits.started,moderateBenefits.stopped,big5Screen.started,big5Screen.stopped,rating5.response,rating5.rt,rating5.started,rating5.stopped,characText.started,characText.stopped,Someone.started,Someone.stopped,disagreeStrongly.started,disagreeStrongly.stopped,disagreeALittle.started,disagreeALittle.stopped,Neutral.started,Neutral.stopped,AgreeALittle.started,AgreeALittle.stopped,AgreeStrongly.started,AgreeStrongly.stopped,congratsText.started,congratsText.stopped,participant,session,sex,age,date,expName,psychopyVersion,frameRate,
,Buying an illegal drug for your own use. (H),,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,38.881667843001196,None,3,0.659,0.002671722395461984,None,38.881667843001196,None,38.881667843001196,None,38.881667843001196,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Cheating on an exam. (E),,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,39.564755434999825,None,3,0.423,0.00410108441428747,None,39.564755434999825,None,39.564755434999825,None,39.564755434999825,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Chasing a tornado or hurricane by car to take dramatic photos. (R),,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,40.01505879100296,None,3,0.408,0.0024276494077639654,None,40.01505879100296,None,40.01505879100296,None,40.01505879100296,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Investing 10% of your annual income in a moderate growth mutual fund. (I),,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,40.447540410998045,None,3,0.689,0.0026504003908485174,None,40.447540410998045,None,40.447540410998045,None,40.447540410998045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Consuming five or more servings of alcohol in a single evening. (H),,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,41.16425783900195,None,3,0.409,0.005543495397432707,None,41.16425783900195,None,41.16425783900195,None,41.16425783900195,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Cheating by a significant amount on your income tax return. (E),,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,41.58432770699437,None,3,0.697,0.009009415385662578,None,41.58432770699437,None,41.58432770699437,None,41.58432770699437,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Disagreeing with your father on a major issue. (S),,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,42.314642573997844,None,3,0.415,0.008233005399233662,None,42.314642573997844,None,42.314642573997844,None,42.314642573997844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Betting a day's income at a high stake poker game. (G),,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,42.74804427099298,None,3,0.66,0.004791550381924026,None,42.74804427099298,None,42.74804427099298,None,42.74804427099298,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Having an affair with a married man or woman. (E),,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,43.43160423899826,None,3,0.406,0.002938598408945836,None,43.43160423899826,None,43.43160423899826,None,43.43160423899826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Forging somebody's signature. (E),,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,43.865128643999924,None,3,0.411,0.006516707391710952,None,43.865128643999924,None,43.865128643999924,None,43.865128643999924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Passing off somebody else's work as your own. (E),,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,44.29874552700494,None,3,0.407,0.003386739394045435,None,44.29874552700494,None,44.29874552700494,None,44.29874552700494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Going on a vacation in a third-world country without prearranged travel and hotel accommodations. (R),,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,44.73225720900518,None,3,0.607,0.0007174763886723667,None,44.73225720900518,None,44.73225720900518,None,44.73225720900518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Arguing with a friend about an issue on which he or she has a very different opinion. (S) ,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,45.364553116000025,None,3,0.41,0.006560893394635059,None,45.364553116000025,None,45.364553116000025,None,45.364553116000025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Going down a ski run that is beyond your ability or closed. (R),,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,45.797690203995444,None,3,0.407,0.005141694375197403,None,45.797690203995444,None,45.797690203995444,None,45.797690203995444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Investing 5% of your annual income in a very speculative stock. (I),,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,46.23133424100524,None,3,0.62,0.005937263384112157,None,46.23133424100524,None,46.23133424100524,None,46.23133424100524,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Approaching your boss to ask for a raise. (S),,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,46.88104484400537,None,3,0.411,0.006854679391835816,None,46.88104484400537,None,46.88104484400537,None,46.88104484400537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Illegally copying a piece of software. (E) ,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,47.31439297100587,None,3,0.641,0.002981724406708963,None,47.31439297100587,None,47.31439297100587,None,47.31439297100587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Going whitewater rafting during rapid water flows in the spring. (R) ,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,47.98072411000612,None,3,0.407,0.004046124406158924,None,47.98072411000612,None,47.98072411000612,None,47.98072411000612,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,"Betting a day's income on the outcome of a sporting event (e.g. baseball, soccer, or football). (G)",,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,48.413917462996324,None,3,0.408,0.0031640313973184675,None,48.413917462996324,None,48.413917462996324,None,48.413917462996324,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Telling a friend if his or her significant other has made a pass at you. (S),,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,48.8484162800014,None,3,0.621,0.0027891253848792985,None,48.8484162800014,None,48.8484162800014,None,48.8484162800014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Investing 5% of your annual income in an conservative stock. (I),,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,49.498414571993635,None,3,0.406,0.0027112354146083817,None,49.498414571993635,None,49.498414571993635,None,49.498414571993635,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Shoplifting a small item (e.g. a lipstick or a pen). (E) ,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,49.9311483240017,None,3,0.626,0.003585814396501519,None,49.9311483240017,None,49.9311483240017,None,49.9311483240017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Wearing provocative or unconventional clothes on occasion. (S),,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,50.580622060995665,None,3,0.41,0.0068374753900570795,None,50.580622060995665,None,50.580622060995665,None,50.580622060995665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Engaging in unprotected sex. (H),,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,51.01505022999481,None,3,0.661,0.006797974405344576,None,51.01505022999481,None,51.01505022999481,None,51.01505022999481,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Stealing an additional TV cable connection off the one you pay for. (E) ,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,51.6976417919941,None,3,0.407,0.0035581123956944793,None,51.6976417919941,None,51.6976417919941,None,51.6976417919941,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Not wearing a seatbelt when being a passenger in the front seat. (H),,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,52.131246916993405,None,3,0.408,0.0038126844010548666,None,52.131246916993405,None,52.131246916993405,None,52.131246916993405,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Investing 10% of your annual income in governmental bonds (treasury bills). (I),,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,52.5644982369995,None,3,0.613,0.004768687387695536,None,52.5644982369995,None,52.5644982369995,None,52.5644982369995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Periodically engaging in a dangerous sport (e.g. mountain climbing or sky diving). (R) ,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,53.214895401994,None,3,0.407,0.0022610293817706406,None,53.214895401994,None,53.214895401994,None,53.214895401994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Not wearing a helmet when riding a motorcycle. (H),,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,53.64859650300059,None,3,0.581,0.002483784395735711,None,53.64859650300059,None,53.64859650300059,None,53.64859650300059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Gambling a week's income at a casino. (G),,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,54.26493003900396,None,3,0.408,0.0031802453886484727,None,54.26493003900396,None,54.26493003900396,None,54.26493003900396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Taking a job that you enjoy over one that is prestigious but less enjoyable. (S),,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,54.69762420799816,None,3,0.407,0.0010721753787947819,None,54.69762420799816,None,54.69762420799816,None,54.69762420799816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Defending an unpopular issue that you believe in at a social occasion. (S),,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,55.131230629995116,None,3,0.589,0.0034296313824597746,None,55.131230629995116,None,55.131230629995116,None,55.131230629995116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Exposing yourself to the sun without using sunscreen. (H),,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,55.748622789004,None,3,0.411,0.005380332382628694,None,55.748622789004,None,55.748622789004,None,55.748622789004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Trying out bungee jumping at least once. (R),,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,56.18095640199317,None,3,0.643,0.004597360399202444,None,56.18095640199317,None,56.18095640199317,None,56.18095640199317,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,"Piloting your own small plane, if you could. (R) ",,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,56.84793749700475,None,3,0.413,0.005982446382404305,None,56.84793749700475,None,56.84793749700475,None,56.84793749700475,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Walking home alone at night in a somewhat unsafe area of town. (H),,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,57.29738794900186,None,3,0.641,0.0013455933949444443,None,57.29738794900186,None,57.29738794900186,None,57.29738794900186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Regularly eating high cholesterol foods. (H) ,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,57.96437709899328,None,3,0.412,0.008116274388157763,None,57.96437709899328,None,57.96437709899328,None,57.96437709899328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Admitting that your tastes are different from those of your friends. (S),,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.381430902998545,None,58.664519102007034,None,58.664519102007034,None,3,1.99,0.0010317243868485093,None,58.664519102007034,None,58.664519102007034,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,"Going camping in the wilderness, beyond the civilization of a campground. (R) ",,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.66508687699388,None,60.66508687699388,None,3,0.639,0.0005232863913988695,None,60.66508687699388,None,60.66508687699388,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Betting a day's income at the horse races. (G),,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.331442380003864,None,61.331442380003864,None,3,0.408,0.0051906133885495365,None,61.331442380003864,None,61.331442380003864,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Buying an illegal drug for your own use. (H),,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.764493623006274,None,61.764493623006274,None,3,0.591,0.003674280393170193,None,61.764493623006274,None,61.764493623006274,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Cheating on an exam. (E),,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.380893912006286,None,62.380893912006286,None,3,0.413,0.006671265393379144,None,62.380893912006286,None,62.380893912006286,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Chasing a tornado or hurricane by car to take dramatic photos. (R),,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.8146526000055,None,62.8146526000055,None,3,0.599,0.0019495724118314683,None,62.8146526000055,None,62.8146526000055,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Investing 10% of your annual income in a moderate growth mutual fund. (I),,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.44769150299544,None,63.44769150299544,None,3,0.41,0.005473003373481333,None,63.44769150299544,None,63.44769150299544,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Consuming five or more servings of alcohol in a single evening. (H),,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.881771722997655,None,63.881771722997655,None,3,0.609,0.0021363014093367383,None,63.881771722997655,None,63.881771722997655,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Cheating by a significant amount on your income tax return. (E),,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.51478824000515,None,64.51478824000515,None,3,0.413,0.00942568939353805,None,64.51478824000515,None,64.51478824000515,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Disagreeing with your father on a major issue. (S),,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.94740225099667,None,64.94740225099667,None,3,0.626,0.003939509391784668,None,64.94740225099667,None,64.94740225099667,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Betting a day's income at a high stake poker game. (G),,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.59789826899942,None,65.59789826899942,None,3,0.412,0.006266134398174472,None,65.59789826899942,None,65.59789826899942,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Having an affair with a married man or woman. (E),,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.03177024499746,None,66.03177024499746,None,3,0.574,0.0036780704103875905,None,66.03177024499746,None,66.03177024499746,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Forging somebody's signature. (E),,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.63154808900435,None,66.63154808900435,None,3,0.41,0.005211763404076919,None,66.63154808900435,None,66.63154808900435,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Passing off somebody else's work as your own. (E),,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.06470757299394,None,67.06470757299394,None,3,0.626,0.005666048396960832,None,67.06470757299394,None,67.06470757299394,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Going on a vacation in a third-world country without prearranged travel and hotel accommodations. (R),,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.71467717399355,None,67.71467717399355,None,3,0.409,0.0043500294123077765,None,67.71467717399355,None,67.71467717399355,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Arguing with a friend about an issue on which he or she has a very different opinion. (S) ,,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.14807061399915,None,68.14807061399915,None,3,0.57,0.002493508392944932,None,68.14807061399915,None,68.14807061399915,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Going down a ski run that is beyond your ability or closed. (R),,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7475433100044,None,68.7475433100044,None,3,0.408,0.0031500203913310543,None,68.7475433100044,None,68.7475433100044,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
,Investing 5% of your annual income in a very speculative stock. (I),,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.18181244199513,None,69.18181244199513,None,3,0.588,0.00011951940541621298,None,69.18181244199513,None,69.18181244199513,None,,,,,,,,,,,,,,,,,,,,,,,,001,,,2020_Oct_29_1729,Big5,2020.2.4,60.08192951974862,
